ID,TV,Radio,Newspaper,Sales,Predicted_Sales,Residuals,TV_Group,Sales_Group
1,230.1,37.8,69.2,22.1,20.52397440971517,1.5760255902848321,High,High
2,44.5,39.3,45.1,10.4,12.337854820894353,-1.9378548208943531,Low,Low
3,17.2,45.9,69.3,9.3,12.307670779994226,-3.007670779994225,Low,Low
4,151.5,41.3,58.5,18.5,17.597829511689127,0.9021704883108725,Medium,High
5,180.8,10.8,58.4,12.9,13.188671856831295,-0.2886718568312947,Medium,Medium
6,8.7,48.9,75.0,7.2,12.478347634035844,-5.2783476340358435,Low,Low
7,57.5,32.8,23.5,11.8,11.72975995156368,0.07024004843631992,Low,Medium
8,120.2,19.6,11.6,13.2,12.122953165502281,1.0770468344977182,Medium,Medium
9,8.6,2.1,1.0,4.8,3.727340862861578,1.0726591371384218,Low,Low
10,199.8,2.6,21.2,10.6,12.550848722934688,-1.9508487229346887,Medium,Low
11,66.1,5.8,24.2,8.6,7.0322992005588505,1.5677007994411492,Low,Low
12,214.7,24.0,4.0,17.4,17.285129182600272,0.11487081739972638,High,High
13,23.8,35.1,65.9,9.2,10.57712073362766,-1.3771207336276614,Low,Low
14,97.5,7.6,7.2,9.7,8.826300480033199,0.8736995199668005,Medium,Low
15,204.1,32.9,46.0,19.0,18.434366383561077,0.5656336164389231,High,High
16,195.4,47.7,52.9,22.4,20.81929951649546,1.5807004835045397,Medium,High
17,67.8,36.6,114.0,12.5,12.82365674369936,-0.3236567436993596,Low,Medium
18,281.4,39.6,55.8,24.4,23.22495715879902,1.1750428412009803,High,High
19,69.2,20.5,18.3,11.3,9.951682059118795,1.3483179408812056,Low,Low
20,147.3,23.9,19.1,14.6,14.166072932273263,0.43392706772673684,Medium,Medium
21,218.4,27.7,53.4,18.0,18.10076727708428,-0.10076727708428024,High,High
22,237.4,5.1,23.5,12.5,14.740538200355454,-2.240538200355454,High,Medium
23,13.2,15.9,49.6,5.6,6.489150303563285,-0.8891503035632855,Low,Low
24,228.3,16.9,26.2,15.5,16.545932895131457,-1.0459328951314575,High,Medium
25,62.3,12.6,18.3,9.7,8.146518871822739,1.5534811281772605,Low,Low
26,262.9,3.5,19.5,12.0,15.610038604568867,-3.6100386045688673,High,Medium
27,142.9,29.3,12.6,15.0,14.989514288403914,0.010485711596086134,Medium,Medium
28,240.1,16.7,22.9,15.9,17.051673435161682,-1.1516734351616815,High,High
29,248.8,27.1,22.9,18.9,19.41053802657297,-0.51053802657297,High,High
30,70.6,16.0,40.8,10.5,9.144023893168718,1.3559761068312817,Low,Low
31,292.9,28.3,43.2,21.4,21.63393380269558,-0.2339338026955815,High,High
32,112.9,17.4,38.6,11.9,11.346092904310972,0.5539070956890288,Medium,Medium
33,97.2,1.5,30.0,9.6,7.638883141827076,1.9611168581729235,Medium,Low
34,265.6,20.0,0.3,17.4,18.86426829286436,-1.4642682928643609,High,High
35,95.7,1.4,7.4,9.5,7.57483051471212,1.9251694852878796,Low,Low
36,290.7,4.1,8.5,12.8,17.00682618184708,-4.206826181847081,High,Medium
37,266.9,43.8,5.0,25.4,23.40590051731,1.9940994826900003,High,High
38,74.7,49.4,45.7,14.7,15.623477788695741,-0.9234777886957417,Low,Medium
39,43.1,26.7,35.1,10.1,9.908681034512185,0.1913189654878149,Low,Low
40,228.0,37.7,32.0,21.5,20.447610393747127,1.0523896062528735,High,High
41,202.5,22.3,31.6,16.6,16.377664671311134,0.2223353286888674,High,High
42,177.0,33.4,38.7,17.1,17.29598319938898,-0.19598319938898,Medium,High
43,293.6,27.7,1.8,20.7,21.59580325632195,-0.8958032563219511,High,High
44,206.9,8.4,26.4,12.9,13.96385683997272,-1.0638568399727202,High,Medium
45,25.1,25.7,43.3,8.5,8.887879956448518,-0.38787995644851847,Low,Low
46,175.1,22.5,31.5,14.9,15.161523138521126,-0.26152313852112563,Medium,Medium
47,89.7,9.9,35.7,10.6,8.873386732682397,1.7266132673176031,Low,Low
48,239.9,41.5,18.5,23.2,21.722629895028966,1.4773701049710333,High,High
49,227.2,15.8,49.9,14.8,16.263620181413813,-1.4636201814138126,High,Medium
50,66.9,11.7,36.8,9.7,8.168165604405374,1.5318343955946254,Low,Low
51,199.8,3.1,34.6,11.4,12.631211324624608,-1.2312113246246081,Medium,Medium
52,100.4,9.6,3.6,10.7,9.339812960643174,1.3601870393568252,Medium,Low
53,216.4,41.7,39.6,22.6,20.662975627014518,1.9370243729854835,High,High
54,182.6,46.2,58.7,21.2,19.9446995696427,1.2553004303572983,Medium,High
55,262.7,28.8,15.9,20.2,20.374430078461273,-0.174430078461274,High,High
56,198.9,49.4,60.0,23.7,21.292610603748717,2.4073893962512827,Medium,High
57,7.3,28.1,41.4,5.5,8.527712544726837,-3.027712544726837,Low,Low
58,136.2,19.2,16.6,13.2,12.77458802080898,0.4254119791910185,Medium,Medium
59,210.8,49.6,37.7,23.8,21.89805198289881,1.9019480171011907,High,High
60,210.7,29.5,9.3,18.4,18.133486980703683,0.26651301929631543,High,High
61,53.5,2.0,21.4,8.1,5.742155584050597,2.357844415949403,Low,Low
62,261.3,42.7,54.7,24.2,22.890672079938685,1.309327920061314,High,High
63,239.3,15.5,27.3,15.7,16.784260729108624,-1.0842607291086246,High,Medium
64,102.7,29.6,8.4,14.0,13.21069201695079,0.7893079830492091,Medium,Medium
65,131.1,42.8,28.9,18.0,16.97773556383362,1.022264436166381,Medium,High
66,69.0,9.3,0.9,9.3,7.849045319482913,1.4509546805170874,Low,Low
67,31.5,24.6,2.2,9.5,9.01603163279881,0.4839683672011894,Low,Low
68,139.3,14.5,10.2,13.4,12.037007297677,1.362992702323,Medium,Medium
69,237.4,27.5,11.0,18.9,18.976579242354184,-0.07657924235418534,High,High
70,216.8,43.9,27.2,22.3,21.108912436143427,1.1910875638565734,High,High
71,199.1,30.6,38.7,18.3,17.7794978165823,0.520502183417701,Medium,High
72,109.8,14.3,31.7,12.4,10.626938152945893,1.773061847054107,Medium,Medium
73,26.8,33.0,19.3,8.8,10.366848810245015,-1.5668488102450144,Low,Low
74,129.4,5.7,31.3,11.0,9.902982055592119,1.097017944407881,Medium,Low
75,213.4,24.6,13.1,17.0,17.329311966972647,-0.32931196697264653,High,High
76,16.9,43.7,89.4,8.7,11.858321738983784,-3.158321738983785,Low,Low
77,27.5,1.6,20.7,6.9,4.477589040572711,2.42241095942729,Low,Low
78,120.5,28.5,14.2,14.2,13.81190222780048,0.3880977721995187,Medium,Medium
79,5.4,29.9,9.4,5.3,8.813313526173586,-3.5133135261735857,Low,Low
80,116.0,7.7,23.1,11.0,9.675303283274502,1.324696716725498,Medium,Low
81,76.4,26.7,22.3,11.8,11.445923639120622,0.3540763608793789,Low,Medium
82,239.8,4.1,36.9,12.3,14.647940925761022,-2.347940925761021,High,Medium
83,75.3,20.3,32.5,11.3,10.17840799180992,1.1215920081900812,Low,Low
84,68.4,44.5,35.6,13.6,14.421842119156544,-0.8218421191565444,Low,Medium
85,213.5,43.0,33.8,21.7,20.781364636833892,0.918635363166107,High,High
86,193.2,18.4,65.7,15.2,15.1814078898465,0.01859211015349871,Medium,Medium
87,76.3,27.5,16.0,12.0,11.598707394277245,0.40129260572275527,Low,Medium
88,110.7,40.6,63.2,16.0,15.593784747966525,0.4062152520334745,Medium,High
89,88.3,25.5,73.4,12.9,11.711271005267474,1.1887289947325268,Low,Medium
90,109.8,47.8,51.4,16.7,16.922255106768958,-0.22225510676895865,Medium,High
91,134.3,4.9,9.3,11.2,9.99922965172348,1.200770348276519,Medium,Low
92,28.6,1.5,33.0,7.3,4.49631598445937,2.8036840155406297,Low,Low
93,217.7,33.5,59.0,19.4,19.156396162353218,0.24360383764678062,High,High
94,250.9,36.5,72.3,22.2,21.2275737847621,0.9724262152378991,High,High
95,107.4,14.0,10.9,11.5,10.482123854060982,1.0178761459390184,Medium,Medium
96,163.3,31.6,52.9,16.9,16.314921124994104,0.5850788750058946,Medium,High
97,197.6,3.5,5.9,11.7,12.635717161709081,-0.935717161709082,Medium,Medium
98,184.9,21.0,22.0,15.5,15.337077822510242,0.162922177489758,Medium,Medium
99,289.7,42.3,51.2,25.4,24.11860722975336,1.2813927702466401,High,High
100,135.2,41.7,45.9,17.2,16.94035020986863,0.2596497901313697,Medium,High
101,222.4,4.3,49.8,11.7,13.8759584379728,-2.1759584379728008,High,Medium
102,296.4,36.3,100.9,23.8,23.24248684858423,0.557513151415769,High,High
103,280.2,10.1,21.4,14.8,17.644093845826692,-2.8440938458266913,High,Medium
104,187.9,17.2,17.9,14.7,14.76221141606141,-0.062211416061410674,Medium,Medium
105,238.2,34.3,5.3,20.7,20.3011087841044,0.39889121589559906,High,High
106,137.9,46.4,59.0,19.2,17.936414673257325,1.2635853267426747,Medium,High
107,25.0,11.0,29.7,7.2,6.126022148583052,1.0739778514169478,Low,Low
108,90.4,0.3,23.2,8.7,7.108502485117365,1.5914975148826347,Low,Low
109,13.1,0.4,25.6,5.3,3.587258409805006,1.7127415901949936,Low,Low
110,255.4,26.9,5.5,19.8,19.692931062134036,0.10706893786596439,High,High
111,225.8,8.2,56.5,13.4,14.75987409511756,-1.3598740951175596,High,Medium
112,241.7,38.0,23.2,21.8,21.140274980335327,0.6597250196646733,High,High
113,175.7,15.4,2.4,14.1,13.88060985321117,0.21939014678882884,Medium,Medium
114,209.6,20.6,10.7,15.9,16.403776229871262,-0.5037762298712618,High,High
115,78.2,46.8,34.5,14.6,15.305095925878035,-0.7050959258780356,Low,Medium
116,75.1,35.0,52.7,12.6,12.919688951958424,-0.3196889519584243,Low,Medium
117,139.2,14.3,25.6,12.2,11.978747436893688,0.22125256310631158,Medium,Medium
118,76.4,0.8,14.8,9.4,6.5707773987577,2.8292226012423,Low,Low
119,125.7,36.9,79.2,15.9,15.566093478520514,0.3339065214794861,Medium,High
120,19.4,16.0,22.3,6.6,6.8200676671381695,-0.22006766713816983,Low,Low
121,141.3,26.8,46.2,15.5,14.410106047152567,1.089893952847433,Medium,Medium
122,18.8,21.7,50.4,7.0,7.838076421805116,-0.8380764218051162,Low,Low
123,224.0,2.4,15.6,11.6,13.626457100609535,-2.0264571006095355,High,Medium
124,123.1,34.6,12.4,15.2,15.082790896662019,0.11720910333798074,Medium,Medium
125,229.5,32.3,74.2,19.7,19.454413064179427,0.24558693582057245,High,High
126,87.2,11.8,25.9,10.6,9.127349583004756,1.4726504169952435,Low,Low
127,7.8,38.9,50.6,6.6,10.577174114180362,-3.9771741141803627,Low,Low
128,80.2,0.0,9.2,8.8,6.599668998991515,2.200331001008486,Low,Low
129,220.3,49.0,3.2,24.7,22.255491614539594,2.4445083854604057,High,High
130,59.6,12.0,43.1,9.7,7.884106491488833,1.8158935085111665,Low,Low
131,0.7,39.6,8.7,1.6,10.427687101769534,-8.827687101769534,Low,Low
132,265.2,2.9,43.0,12.7,15.57779819246717,-2.8777981924671714,High,Medium
133,8.4,27.2,2.1,5.7,8.449150116070705,-2.7491501160707044,Low,Low
134,219.8,33.5,45.1,19.6,19.266923071099974,0.33307692890002727,High,High
135,36.9,38.6,65.6,10.8,11.836803896219829,-1.036803896219828,Low,Low
136,48.3,47.0,8.5,11.6,14.001413849249666,-2.401413849249666,Low,Medium
137,25.6,39.0,9.3,9.5,11.453486267632526,-1.9534862676325258,Low,Low
138,273.7,28.9,59.7,20.8,20.851251984902014,-0.05125198490201299,High,High
139,43.0,25.9,20.5,9.6,9.768427954852234,-0.16842795485223405,Low,Low
140,184.9,43.9,1.7,20.7,19.67547631869939,1.0245236813006109,Medium,High
141,73.4,17.0,12.9,10.9,9.489640973247123,1.410359026752877,Low,Low
142,193.7,35.4,75.6,19.2,18.39902931906316,0.8009706809368389,Medium,High
143,220.5,33.2,37.9,20.1,19.24986926774912,0.8501307322508822,High,High
144,104.6,5.7,34.4,10.4,8.76480261986658,1.6351973801334196,Medium,Low
145,96.2,14.8,38.9,11.4,10.091334033305758,1.3086659666942424,Medium,Medium
146,140.3,1.9,9.0,10.3,9.708538721613996,0.5914612783860047,Medium,Low
147,240.1,7.3,8.7,13.2,15.294223677333724,-2.0942236773337246,High,Medium
148,243.2,49.0,44.3,25.4,23.260861031422422,2.1391389685775763,High,High
149,38.0,40.3,11.9,10.9,12.263359411362684,-1.3633594113626835,Low,Low
